Created cusparses_handle
Created cusparses_handle
 Welcome to AMG4PSBLAS version: 1.1.0
 This is the Rotated Anisotropy test program
Created cusparses_handle
Created cusparses_handle
 
Solving    3464 x    3464 grid with θ =          30.0000 ϵ =         100.0000
Overall matrix creation time :  5.84775E+00
Matrix is on device memory
 
 
Preconditioner: ML-VSVBM-4CHEB4-30L1JAC
Preconditioner time:  5.16602E+00
 
FCG:               Iter   Error Estimate        Tolerance
FCG:                 40  2.018268929E-01  1.000000000E-07
FCG:                 41  1.865511016E-01  1.000000000E-07
FCG:                 42  1.524054565E-01  1.000000000E-07
FCG:                 43  1.219576285E-01  1.000000000E-07
FCG:                 44  1.066024880E-01  1.000000000E-07
FCG:                 45  9.303099566E-02  1.000000000E-07
FCG:                 46  8.236194021E-02  1.000000000E-07
FCG:                 47  7.296833075E-02  1.000000000E-07
FCG:                 48  6.325885186E-02  1.000000000E-07
FCG:                 49  5.536923309E-02  1.000000000E-07
FCG:                 50  4.699959474E-02  1.000000000E-07
FCG:                 51  3.869185536E-02  1.000000000E-07
FCG:                 52  3.359905760E-02  1.000000000E-07
FCG:                 53  2.941984940E-02  1.000000000E-07
FCG:                 54  2.552671380E-02  1.000000000E-07
FCG:                 55  2.265086331E-02  1.000000000E-07
FCG:                 56  1.919425490E-02  1.000000000E-07
FCG:                 57  1.549203823E-02  1.000000000E-07
FCG:                 58  1.192816677E-02  1.000000000E-07
FCG:                 59  9.571540981E-03  1.000000000E-07
FCG:                 60  8.114445034E-03  1.000000000E-07
FCG:                 61  6.714980544E-03  1.000000000E-07
FCG:                 62  5.503053873E-03  1.000000000E-07
FCG:                 63  4.408525428E-03  1.000000000E-07
FCG:                 64  3.499846459E-03  1.000000000E-07
FCG:                 65  2.697493020E-03  1.000000000E-07
FCG:                 66  2.151620737E-03  1.000000000E-07
FCG:                 67  1.816158918E-03  1.000000000E-07
FCG:                 68  1.542599201E-03  1.000000000E-07
FCG:                 69  1.260797029E-03  1.000000000E-07
FCG:                 70  9.585316404E-04  1.000000000E-07
FCG:                 71  7.222678216E-04  1.000000000E-07
FCG:                 72  5.758711008E-04  1.000000000E-07
FCG:                 73  4.795112602E-04  1.000000000E-07
FCG:                 74  4.013686698E-04  1.000000000E-07
FCG:                 75  3.380368187E-04  1.000000000E-07
FCG:                 76  2.740654416E-04  1.000000000E-07
FCG:                 77  2.121464391E-04  1.000000000E-07
FCG:                 78  1.689395884E-04  1.000000000E-07
FCG:                 79  1.368841284E-04  1.000000000E-07
FCG:                 80  1.153017002E-04  1.000000000E-07
FCG:                 81  1.023796555E-04  1.000000000E-07
FCG:                 82  8.748507660E-05  1.000000000E-07
FCG:                 83  7.270540103E-05  1.000000000E-07
FCG:                 84  6.062812281E-05  1.000000000E-07
FCG:                 85  5.000863291E-05  1.000000000E-07
FCG:                 86  4.328997309E-05  1.000000000E-07
FCG:                 87  3.846646883E-05  1.000000000E-07
FCG:                 88  3.300137665E-05  1.000000000E-07
FCG:                 89  2.724772569E-05  1.000000000E-07
FCG:                 90  2.256670030E-05  1.000000000E-07
FCG:                 91  1.884939471E-05  1.000000000E-07
FCG:                 92  1.575838020E-05  1.000000000E-07
FCG:                 93  1.330282048E-05  1.000000000E-07
FCG:                 94  1.152762114E-05  1.000000000E-07
FCG:                 95  9.687773696E-06  1.000000000E-07
FCG:                 96  7.638988057E-06  1.000000000E-07
FCG:                 97  5.871397017E-06  1.000000000E-07
FCG:                 98  4.557371605E-06  1.000000000E-07
FCG:                 99  3.757812251E-06  1.000000000E-07
FCG:                100  3.191451166E-06  1.000000000E-07
FCG:                101  2.591886280E-06  1.000000000E-07
FCG:                102  2.086095263E-06  1.000000000E-07
FCG:                103  1.673707185E-06  1.000000000E-07
FCG:                104  1.293543994E-06  1.000000000E-07
FCG:                105  1.014062903E-06  1.000000000E-07
FCG:                106  8.310835352E-07  1.000000000E-07
FCG:                107  6.867158823E-07  1.000000000E-07
FCG:                108  5.689269797E-07  1.000000000E-07
FCG:                109  4.520280248E-07  1.000000000E-07
FCG:                110  3.472431744E-07  1.000000000E-07
FCG:                111  2.677469572E-07  1.000000000E-07
FCG:                112  2.122811012E-07  1.000000000E-07
FCG:                113  1.747233396E-07  1.000000000E-07
FCG:                114  1.440521828E-07  1.000000000E-07
FCG:                115  1.170236115E-07  1.000000000E-07
FCG:                116  9.207316073E-08  1.000000000E-07

 Preconditioner description
  Multilevel Preconditioner
  Outer sweeps:           1
 
  Smoother: 
   Polynomial smoother   
         variant:        POLY_LOTTES
          Degree:                   4
          rho_ba:           1.0000000000000000     
        Local solver details:
   L1 Diagonal solver 
 
  Multilevel hierarchy: 
   Number of levels   :            6
   Operator complexity:    1.1264092547470199     
   Average coarsening :    6.1032886203712717     
 
   Multilevel cycle: VCycle         
   Number of smoother sweeps/degree : pre:            1   post:            1
  Decoupled Aggregator
  Aggregator object type: Decoupled aggregation           
   Parallel aggregation algorithm: decoupled aggr.   
   Aggregation type: SOC measure 1     
   Aggregation prolongator: smoothed       
               with: filtering      
   Damping omega computation: spectral radius estimate
   Spectral radius estimate: infinity norm      
 
  Level            2
   Damping omega value  :  0.39222566808440740     
   Aggregation threshold:   1.0000000000000000E-002
   Coarse Matrix: Global size:               1338068
                     Nonzeros:              12040284
      Local  matrix sizes: min:       667590         max:       670478
                           avg:       669034.0
           Aggregation   ratio:            8.97
 
  Level            3
   Damping omega value  :  0.64563446528383039     
   Aggregation threshold:   1.0000000000000000E-002
   Coarse Matrix: Global size:                152075
                     Nonzeros:               1366709
      Local  matrix sizes: min:        74305         max:        77770
                           avg:        76037.5
           Aggregation   ratio:            8.80
 
  Level            4
   Damping omega value  :  0.66392314541057806     
   Aggregation threshold:   1.0000000000000000E-002
   Coarse Matrix: Global size:                 20235
                     Nonzeros:                177477
      Local  matrix sizes: min:         8385         max:        11850
                           avg:        10117.5
           Aggregation   ratio:            7.52
 
  Level            5
   Damping omega value  :  0.66302228899918092     
   Aggregation threshold:   1.0000000000000000E-002
   Coarse Matrix: Global size:                  5357
                     Nonzeros:                 42817
      Local  matrix sizes: min:          946         max:         4411
                           avg:         2678.5
           Aggregation   ratio:            3.78
 
  Level            6  (coarse)
   Coarse matrix: distributed    
   Coarse solver: L1-Jacobi
   Number of sweeps :           30
   Damping omega value  :  0.66412220747689477     
   Aggregation threshold:   1.0000000000000000E-002
   Coarse Matrix: Global size:                  3689
                     Nonzeros:                 26739
      Local  matrix sizes: min:          104         max:         3585
                           avg:         1844.5
           Aggregation   ratio:            1.45
   L1 Diagonal solver 
 

 Preconditioner memory usage
 
  Level            1
            Matrix:            696989580
        Descriptor:               152664
          Smoother:             48024912
 
  Level            2
            Matrix:             77864672
        Descriptor:                94876
        Linear map:            543110680
          Smoother:              5363832
 
  Level            3
            Matrix:              9033816
        Descriptor:                34040
        Linear map:             60773228
          Smoother:               622168
 
  Level            4
            Matrix:              1385000
        Descriptor:                11512
        Linear map:              6972148
          Smoother:                94808
 
  Level            5
            Matrix:               518156
        Descriptor:                 4008
        Linear map:               966696
          Smoother:                35296
 
  Level            6  (coarse)
            Matrix:               474200
        Descriptor:                 1416
        Linear map:               275344
          Smoother:                28688
Computed solution on        2 processors
Linear system size                 :     12006225
Theta                              :          0.52360
Anisotropy eps                     :        100.00000
Number of threads                  :            1
Krylov method                      : FCG
Preconditioner                     : ML-VSVBM-4CHEB4-30L1JAC
Iterations to convergence          :          116
Relative error estimate on exit    :  9.20732E-08
Number of levels in hierarchy      :            6
Time to build hierarchy            :  4.86854E+00
Time to build smoothers            :  2.97486E-01
Total time for preconditioner      :  5.16602E+00
Time to solve system               :  2.34938E+00
Time per iteration                 :  2.02532E-02
Total time                         :  7.51540E+00
Residual 2-norm                    :  6.66315E-12
Residual inf-norm                  :  8.10669E-14
Total memory occupation for A      :   1393978000
Total memory occupation for DESC_A :       305328
Total memory occupation for PREC   :   1834771160
Storage format for A               : HLG  
Storage format for DESC_A          : BLOCK
